id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
914476923884286763,https://www.airbnb.com/rooms/914476923884286763,"Group Getaway! Four Units, Pool, Pet-friendly!","Stay in the heart of downtown Austin and enjoy the city's vibrant culture and entertainment. Walk to iconic attractions like Sixth Street, Rainey Street, Lady Bird Lake, Zilker Park, Paramount Theatre, and the Texas Capitol. Hop on a metro station nearby and discover more of what The Live Music Capital of the World has to offer. Relax in a spacious room or suite with modern amenities and stunning views. Experience the charm and elegance of this historic landmark hotel.",501999514,RoomPicks,2023-02-20,,within an hour,100%,95%,f,2956.0,78701,30.26905,-97.74199,Room in hotel,Hotel room,16,4.0,0.0,,"$40,000.00",1,1125,t,23,49,78,345,0,0,0,,,,,,,,,,,"[""First aid kit"", ""Iron"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Building staff"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Pool"", ""Carbon monoxide alarm"", ""Gym"", ""Paid parking on premises"", ""Hangers""]"
922419141539122125,https://www.airbnb.com/rooms/922419141539122125,Stylish & Comfy ~ Lush Backyard ~ Workspace ~ Gym!,"**Offering significant discount for entire month rental<br /><br />Welcome to my modern oasis in the heart of South Central Austin! This architect-designed gem is the perfect retreat for those seeking a stylish and comfortable stay in a quiet neighborhood, while still being just minutes away from the vibrant downtown scene.",14244584,John,2016-02-29,"Austin, TX",within a few hours,100%,60%,t,2.0,78745,30.22260790595583,-97.78510209458508,Entire home,Entire home/apt,6,2.0,3.0,2 baths,$127.00,2,365,f,24,54,84,174,32,11,0,2023-07-12,2025-08-08,4.94,4.94,4.84,5.0,5.0,4.91,4.91,1.2,"[""Coffee"", ""Stove"", ""Cleaning products"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Pets allowed"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Baking sheet"", ""Oven"", ""Sound system"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Exercise equipment"", ""Private gym"", ""Essentials"", ""Sun loungers"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Backyard"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
926095693639714520,https://www.airbnb.com/rooms/926095693639714520,Lakeside Luxury Condo Downtown,"Located directly on LadyBird Lake, just a ten minute walk from historic Rainey St and South Congress Ave. Enjoy direct access to the lake walking trail as well as private dock for kayaks/paddle boards. Perfect location for taking advantage of downtown Austin nightlife. Complex has pool/gym/conference room/business center/premium coffee machine/outdoor grills/outdoor lounge/fireplace.",8072721,Andrew,2013-08-10,"Austin, TX",,,,f,1.0,78741,30.2485059,-97.7339406,Entire rental unit,Entire home/apt,4,1.0,2.0,1 bath,$399.00,2,365,t,30,60,90,364,0,0,0,,,,,,,,,,,"[""Fire extinguisher"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Outdoor dining area"", ""Exercise equipment"", ""Free parking on premises"", ""Lake access"", ""Shared pool"", ""TV"", ""Carbon monoxide alarm"", ""Kitchen"", ""Piano"", ""Air conditioning"", ""Dedicated workspace""]"
927634878553060937,https://www.airbnb.com/rooms/927634878553060937,-Gorgeous Private Suite in Upscale Area (+Laundry),Enjoy a stylish experience at this centrally-located place.,184511974,Mich,2018-04-15,"Austin, TX",within a few hours,100%,56%,f,1.0,78759,30.39603,-97.75085,Private room in guesthouse,Private room,2,1.0,1.0,1 shared bath,$48.00,3,365,f,9,39,69,344,6,2,1,2023-07-15,2025-08-31,4.33,4.67,4.17,4.17,4.5,4.0,4.17,0.23,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Drying rack for clothing"", ""Rice maker"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Babysitter recommendations"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Indoor fireplace"", ""Books and reading material"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Barbecue utensils"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free street parking""]"
929653380814104222,https://www.airbnb.com/rooms/929653380814104222,"Affordable Getaway! 3 Relaxing Units, with Pool!","Discover the vibrant attractions near our prime location. The Domain, a premier shopping and dining destination, offers upscale retail therapy and a lively entertainment scene. Explore the beautiful Austin Arboretum, a haven for nature enthusiasts and shoppers alike. Visit the iconic Mount Bonnell for panoramic city views or take a scenic drive to Lake Travis for a day of water recreation. Experience the energetic nightlife on the famous Sixth Street, showcasing Austin's renowned live music scen",501999514,RoomPicks,2023-02-20,,within an hour,100%,95%,f,2956.0,78759,30.39327,-97.73909,Room in hotel,Hotel room,15,6.0,0.0,,"$40,000.00",1,1125,t,20,48,78,352,0,0,0,,,,,,,,,,,"[""Stove"", ""First aid kit"", ""Iron"", ""Pets allowed"", ""Dishwasher"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""TV"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Building staff"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Shampoo"", ""Breakfast"", ""Extra pillows and blankets"", ""Coffee maker"", ""Pool"", ""Carbon monoxide alarm"", ""Gym"", ""Microwave"", ""Paid parking on premises"", ""Kitchen"", ""Hangers""]"
932533594015694629,https://www.airbnb.com/rooms/932533594015694629,City Retreat in the Trees * Chef's kitchen & Pool,"Enjoy the sights & sounds of Austin, but return to recharge in this enchanting house amongst trees with grotto pool and spa. Minutes from Downtown, South Lamar, & South Congress shops and restaurants. For nature enthusiasts, it is perched next to the Greenbelt, Zilker Park, and Barton Springs, for hiking, biking and kayaking.<br /><br />This unique custom designed house is architecturally inspired by renowned designer Axel Vervoordt. The magic's in the bespoke details, you won't find another one like it!",518361888,Lauren,2023-06-05,"Austin, TX",within an hour,100%,96%,t,1.0,78704,30.257578469693225,-97.78117777678366,Entire home,Entire home/apt,10,4.0,5.0,3 baths,$895.00,3,60,t,2,11,34,217,27,15,1,2023-08-01,2025-09-07,5.0,5.0,5.0,5.0,4.96,5.0,4.93,1.04,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Free washer \u2013 In building"", ""Ceiling fan"", ""Blender"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Kayak"", ""Pets allowed"", ""Hot water"", ""Shower gel"", ""Private gym in building"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Freezer"", ""City skyline view"", ""50 inch HDTV with Apple TV"", ""Dining table"", ""Keypad"", ""Wifi"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Park view"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Central air conditioning"", ""Kitchenaid refrigerator"", ""Private pool - available all year"", ""Free dryer \u2013 In building"", ""Free driveway parking on premises \u2013 6 spaces"", ""Smoke alarm"", ""Dacor stainless steel gas stove"", ""Central heating"", ""Essentials"", ""Sun loungers"", ""Dacor stainless steel double oven"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Private backyard"", ""Shampoo"", ""Pool view"", ""Private hot tub"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Free street parking"", ""Bose Bluetooth sound system"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Hangers"", ""Fireplace guards""]"
939663868846716965,https://www.airbnb.com/rooms/939663868846716965,Spring Ready +4BR + VIews,"Welcome to this cozy 4 bedroom home, perfectly situated in a central location that offers convenience and easy access to various attractions. Nestled in a vibrant neighborhood, this charming home is conveniently located across the street from Ease Park, providing a picturesque setting right at your doorstep. Whether you're seeking a peaceful stroll or a fun outdoor gathering, this park offers the perfect escape.",11697746,One Fine BnB,2014-01-27,"Austin, TX",within an hour,100%,99%,f,68.0,78705,30.28666,-97.75229,Entire rental unit,Entire home/apt,7,4.0,4.0,2.5 baths,$187.00,2,30,f,22,38,38,208,22,10,0,2023-08-13,2025-04-28,4.36,4.86,4.68,4.45,4.68,4.5,4.55,0.86,"[""Coffee"", ""Stove"", ""Bathtub"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Toaster"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen""]"
953559348777580928,https://www.airbnb.com/rooms/953559348777580928,Private bedroom&workspace:Austin,"Fully furnished newly renovated spacious home in Austin w/ all the amenities one would want. Stylish ""home-y"" feel. Private bedroom with closet and workspace desk including monitor/keyboard/mouse setup. Shared bathroom. The home is in an upcoming neighborhood: only 15 minutes from downtown & 10 minutes from the airport. RoyGuerro park/trails and secret beach less than 5 minute drive. Large driveway and ample street parking. Large backyard with lights and lounge space to take advantage of.",77084159,Alecia,2016-06-11,"Austin, TX",within an hour,100%,100%,f,5.0,78741,30.23128015736747,-97.69411515123292,Private room in home,Private room,2,1.0,1.0,1 bath,$29.00,31,365,f,0,0,0,166,4,4,0,2024-10-30,2025-08-03,5.0,5.0,5.0,4.75,5.0,4.25,4.75,0.37,"[""Private patio or balcony"", ""Beach essentials"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Single level home"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Portable fans"", ""Wifi"", ""Drying rack for clothing"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Stainless steel gas stove"", ""Mini fridge"", ""Game console"", ""Long term stays allowed"", ""Stainless steel single oven"", ""Baking sheet"", ""Central air conditioning"", ""Sound system"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Clothing storage: closet and dresser"", ""Housekeeping - available at extra cost"", ""Sun loungers"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Record player"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Piano"", ""Free street parking"", ""Free dryer \u2013 In unit""]"
959328438288766178,https://www.airbnb.com/rooms/959328438288766178,Modern Central Austin Oasis Close to Downtown & UT,"🌟4.92 ★ Guest-Rated | Stylish Comfort | Prime Austin Location🌟<br /><br />Welcome to your modern oasis, a beautifully designed smart home offering the perfect balance of luxury, comfort and convenience. Nestled in a quiet cul-de-sac yet just minutes from Austin’s vibrant downtown this home is ideal for travelers seeking a tech-enhanced stay with a cozy outdoor retreat.<br /><br />Whether you're here for a workcation, weekend escape, or extended visit, this highly-rated home is designed to elevate your experience.",11545483,Robin,2014-01-22,"Austin, TX",within a day,60%,73%,t,1.0,78723,30.31777,-97.68793,Entire home,Entire home/apt,4,2.0,2.0,1 bath,$143.00,3,365,f,29,41,41,41,20,13,0,2023-10-23,2025-07-13,4.95,4.85,4.9,4.95,5.0,4.75,4.75,0.86,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""Cleaning products"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Free street parking"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Window guards""]"
959550596975632815,https://www.airbnb.com/rooms/959550596975632815,"Serene retreat-minutes from COTA,airport, downtown","Forget your worries in this spacious and serene home. 3,000+ sq ft, 4 bedrooms, 3.5 bathrooms. Primary suite on main level: separate vanities, walk-in shower, large walk-in closet. Dedicated office with french doors for privacy. 2nd family room. Open gourmet kitchen with granite countertops and stainless steel appliances. Ample casual dining. Separate dining room. Equipped with alarm and high-speed internet. <br />Covered patio with grill and outdoor dining room set. Includes washer and dryer.",272200328,Veronica,2019-06-29,"Austin, TX",,,50%,f,1.0,78744,30.14175,-97.71499,Entire home,Entire home/apt,8,4.0,4.0,3.5 baths,$550.00,3,365,f,28,58,88,267,3,1,0,2023-10-23,2025-04-07,4.33,4.33,4.0,4.67,4.67,4.67,3.67,0.13,"[""Fire extinguisher"", ""Dedicated workspace"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""First aid kit"", ""Self check-in"", ""Free parking on premises"", ""Smart lock"", ""TV"", ""Carbon monoxide alarm"", ""Kitchen"", ""Board games"", ""Dishes and silverware"", ""Refrigerator"", ""Air conditioning"", ""Exterior security cameras on property""]"
962489421923671159,https://www.airbnb.com/rooms/962489421923671159,Luxury 2B2.5B Home | Pool & BBQ | More in Austin,"Welcome to our luxurious Austin getaway! Nestled in the heart of this vibrant city, our 2-bedroom, 2.5-bath retreat offers the perfect blend of comfort, convenience, and style for your next visit to the Live Music Capital of the World.<br /><br />Unwind in the living room with a 4k Smart TV, create culinary delights in the well-equipped kitchen, and dine in a cozy ambiance.<br /><br />Just a 3-minute drive from Lake Creek Shopping Center. Enjoy various activities such as laser tag, escape rooms, and axe throwing..",374088787,Anthony,2020-11-01,,a few days or more,0%,0%,f,2.0,78729,30.45677,-97.78655,Entire rental unit,Entire home/apt,10,2.0,4.0,2.5 baths,$217.00,1,90,f,3,33,63,338,7,0,0,2023-09-30,2024-05-15,4.29,4.57,4.29,5.0,5.0,4.71,4.43,0.29,"[""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Shared pool"", ""Pets allowed"", ""Ceiling fan"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Private gym in building"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Portable fans"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Exercise equipment"", ""Outdoor playground"", ""Essentials"", ""Ethernet connection"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""BBQ grill"", ""Crib"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Board games"", ""Free street parking""]"
